,PIDANH4 rpt 1.sp,PIDANH4 rpt 2.sp,PIDANH4 rpt 3.sp,PIDANH4 rpt 4.sp,PIDANH4 rpt 5.sp,PIDANH4 rpt 6.sp,PIDANH4 rpt 7.sp,PIDANH4 rpt 8.sp,PIDANH4 rpt 9.sp,PIDANH4 rpt 10.sp,PIDANH4 rpt 11.sp,PIDANH4 rpt 12.sp,PIDANH4 rpt 13.sp,PIDANH4 rpt 14.sp,PIDANH4 rpt 15.sp,PIDANH4 rpt 16.sp,PIDANH4 rpt 17.sp,PIDANH4 rpt 18.sp,PIDANH4 rpt 19.sp,PIDANH4 rpt 20.sp,PIDANH4 rpt 21.sp,PIDANH4 rpt 22.sp,PIDANH4 rpt 23.sp,PIDANH4 rpt 24.sp,PIDANH4 rpt 25.sp,PIDANH4 rpt 26.sp,PIDANH4 rpt 27.sp,PIDANH4 rpt 28.sp,PIDANH4 rpt 29.sp,PIDANH4 rpt 30.sp,PIDANH4 rpt 31.sp,PIDANH4 rpt 32.sp,PIDANH4 rpt 33.sp,PIDANH4 rpt 34.sp,PIDANH4 rpt 35.sp,PIDANH4 rpt 36.sp,PIDANH4 rpt 37.sp,PIDANH4 rpt 38.sp,PIDANH4 rpt 39.sp,PIDANH4 rpt 40.sp,PIDANH4 rpt 41.sp,PIDANH4 rpt 42.sp,PIDANH4 rpt 43.sp,PIDANH4 rpt 44.sp,PIDANH4 rpt 45.sp,PIDANH4 rpt 46.sp,PIDANH4 rpt 47.sp,PIDANH4 rpt 48.sp,PIDANH4 rpt 49.sp,PIDANH4 rpt 50.sp,PIDANH4 rpt 51.sp,PIDANH4 rpt 52.sp,PIDANH4 rpt 53.sp,PIDANH4 rpt 54.sp,PIDANH4 rpt 55.sp
Time,15:01:19,15:01:26,15:01:33,15:01:40,15:01:47,15:01:54,15:02:01,15:02:08,15:02:15,15:02:22,15:02:29,15:02:36,15:02:43,15:02:50,15:02:57,15:03:04,15:03:11,15:03:18,15:03:25,15:03:33,15:03:40,15:03:47,15:03:54,15:04:01,15:04:08,15:04:15,15:04:22,15:04:29,15:04:36,15:04:43,15:04:50,15:04:57,15:05:04,15:05:12,15:05:19,15:05:26,15:05:33,15:05:40,15:05:48,15:05:55,15:06:02,15:06:09,15:06:16,15:06:23,15:06:30,15:06:37,15:06:44,15:06:52,15:06:59,15:07:06,15:07:13,15:07:20,15:07:28,15:07:35,15:07:42
Raman shift [1/cm],Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
972,6.798526,7.4531,8.4865,15.424,11.2,12.105,15.525,12.016,10.447,14.15,11.673,8.5329,2.5799,11.993,8.1365,11.666,3.2203,10.348,9.6666,7.1501,7.7795,4.4182,12.133,7.6517,16.113,5.3384,5.0014,5.7386,7.5948,10.353,5.6671,3.0009,9.322,6.6773,8.801,11.641,9.4054,5.7895,7.9022,8.2715,17.181,23.95,24.072,24.815,26.527,27.607,32.151,29.881,31.815,29.31,29.1,32.07,43.503,39.46,29.826
970,7.3112301,11.605,8.6824,13.918,11.863,11.845,14.05,10.024,11.375,15.368,14.787,8.5053,11.468,16.857,10.206,11.621,6.5009,12.31,13.721,8.6589,7.935,6.5753,13.845,7.2248,14.599,5.7564,8.3274,9.5815,7.9709,10.102,7.6057,5.0716,8.7289,6.3356,11.15,10.046,10.53,9.1284,7.2291,8.0799,18.372,22.579,21.64,27.43,26.34,28.726,35.754,30.61,30.565,34.938,33.308,34.276,42.562,39.473,32.48
968,10.181933,19.904,10.255,14.303,10.989,10.977,16.143,11.023,14.593,16.984,17.013,7.9215,16.872,27.436,12.558,10.97,13.842,14.284,15.056,13.05,8.9719,7.1354,17.3,7.461,14.041,9.1696,7.6654,10.305,7.1691,9.676,9.7475,7.7653,7.2266,7.251,11.195,11.452,11.628,13.276,2.3565,8.1747,19.138,23.965,21.281,27.204,28.068,31.83,35.072,33.336,30.248,36.345,37.336,40.631,39.502,39.422,39.055
966,14.804678,19.357,15.347,17.774,14.612,9.3297,22.239,13.2,17.778,21.397,21.382,8.1116,19.96,27.9,14.599,11.943,18.957,16.924,15.963,15.195,11.722,8.3442,18.974,8.7931,10.331,8.6848,7.981,9.057,6.9295,8.0737,10.451,13.171,7.1972,6.5108,12.937,10.769,10.258,14.443,0.049489,7.1919,21.246,24.195,23.154,30.799,29.924,33.194,39.883,36.506,33.097,37.378,39.51,45.537,37.051,42.008,42.592
964,22.375831,22.316,16.737,20.433,16.296,11.14,24.46,12.789,25.066,21.038,21.96,10.851,23.814,30.304,16.565,14.396,21.318,19.847,16.605,19.77,14.21,10.178,19.9,10.277,8.5426,8.9876,8.8799,8.0395,6.0941,9.0383,12.073,17.03,4.6928,6.4754,12.904,8.353,8.8681,16.014,1.8486,6.857,22.646,25.37,24.851,34.029,34.24,32.08,42.541,34.389,35.42,36.575,41.647,44.873,37.055,40.635,42.172
962,28.642886,24.66,21.675,22.298,24.464,15.718,31.025,16.988,33.903,22.154,20.652,17.868,27.425,32.174,20.815,17.521,22.75,20.713,18.383,21.283,15.095,13.839,17.963,11.677,8.0273,9.1685,11.9,10.563,8.6542,9.7684,15.033,19.757,5.6277,9.4793,13.423,8.916,12.006,16.572,9.2778,4.768,21.227,23.444,28.319,31.279,39.794,35.789,45.346,37.892,36.576,41.07,47.188,44.547,38.9,44.147,45.798
960,39.978264,30.552,23.086,30.13,29.486,27.839,35.734,27.48,38.875,28.868,26.29,25.15,30.44,30.817,25.357,19.435,28.016,23.478,19.971,23.667,16.413,17.61,19.683,14.495,10.071,11,13.653,8.8158,9.4203,11.166,14.81,22.957,7.4895,11.835,12.031,9.093,14.023,15.104,15.99,4.3617,22.907,24.013,32.023,33.339,44.185,46.29,43.479,46.129,40.907,44.779,50.975,42.387,42.562,48.649,51.058
958,46.064785,36.983,29.488,40.205,38.198,35.732,42.025,37.252,41.598,38.398,36.239,29.152,37.508,33.901,27.281,23.788,35.199,22.398,24.879,23.158,18.98,23.028,20.191,18.215,14.246,13.184,16.174,10.288,11.436,12.114,15.639,25.336,9.7387,12.809,13.352,11.851,16.094,16.413,25.005,6.2397,23.931,26.767,36.435,41.012,47.668,51.624,48.041,51.662,46.816,50.474,55.551,47.788,52.427,51.702,54.736
956,56.496397,47.553,39.163,51.88,45.783,46.227,54.484,50.886,46.871,41.891,47.343,37.093,41.624,38.215,29.339,34.229,41.673,28.332,28.357,25.905,21.306,26.265,19.766,20.78,19.354,15.653,19.253,13.147,12.499,16.776,16.816,23.579,13.288,17.377,16.434,16.798,16.226,16.847,28.567,8.5679,28.254,31.674,42.655,48.73,52.765,55.054,56.171,59.405,54.872,58.205,63.769,52.025,59.159,58.918,59.12
954,67.536693,52.605,46.602,62.227,55.77,55.469,61.785,60.181,53.06,49.653,54.201,48.089,46.22,43.278,34.394,42.655,46.365,29.935,30.668,25.619,22.17,27.962,18.875,21.992,22.122,18.506,19.403,15.857,12.472,21.136,19.826,22.337,14.609,19.604,19.788,18.902,16.277,15.844,28.401,8.605,28.796,39.385,48.551,51.544,54.224,61.907,62.471,67.218,64.17,66.03,69.328,54.999,67.277,64.468,62.053
952,76.500519,62.502,57.36,73.21,63.667,66.591,65.755,64.664,60.436,61.984,62.195,56.366,52.614,51.256,41.441,49.051,52.338,36.984,34.881,29.512,27.078,29.402,22.344,26.417,25.993,21.147,21.055,21.392,17.913,26.723,23.621,24.681,18.351,22.298,25.461,22.263,19.588,19.032,29.983,10.893,31.036,50.454,55.074,57.859,62.709,73.004,69.64,75.289,76.737,73.595,77.549,65.212,79.962,76.724,71.877
950,85.51449,75.793,69.697,82.01,77.064,81.984,73.637,74.11,67.425,71.983,73.757,67.011,68.052,60.05,51.841,59.629,60.228,45.102,42.307,34.354,29.644,32.647,25.359,29.846,28.402,28.145,24.669,29.039,23.304,29.423,28.109,26.713,22.368,26.204,31.187,27.452,23.991,24.244,30.777,13.899,35.655,58.963,64.539,72.245,71.153,86.107,80.056,85.755,94.353,87.876,91.586,77.557,92.661,90.784,86.062
948,96.384738,92.744,86.678,93.645,93.549,96.946,83.917,87.833,76.783,84.763,84.948,73.08,79.969,72.258,63.552,68.311,71.206,53.204,47.764,40.284,34.638,34.719,29.653,33.681,32.634,32.782,25.188,34.445,30.983,33.242,32.072,26.382,25.939,29.611,32.014,33.431,27.118,28.428,29.167,16.773,39.205,68.945,70.279,85.188,83.683,101.77,90.409,95.513,110.02,100.72,101.09,89.546,104.38,109.45,101.32
946,109.68062,107.38,103.93,109.75,107.17,106.35,99.585,102.32,92.059,98.076,98.434,83.169,91.251,81.298,76.623,81.659,77.018,61.133,55.024,45.977,44.122,37.343,35.245,39.656,36.166,36.061,29.503,37.367,37.231,34.245,33.192,30.013,30.177,32.522,35.524,38.573,30.169,31.549,30.998,18.046,43.321,80.566,79.829,101.91,95.805,115.18,106.98,106.33,124.32,114.84,115.05,104.11,117.98,126.41,115.77
944,129.37326,128.05,124.7,127.31,123.05,120.47,116.08,114.96,116.37,116.57,111.17,100.56,102.87,95.482,95.062,95.689,84.77,70.623,64.578,53.852,53.729,42.606,43.849,43.464,41.545,40.433,34.534,41.882,42.827,37.914,38.578,33.471,34.704,37.785,36.897,43.014,35.624,40.572,30.186,20.655,50.265,92.37,94.749,120.8,114.97,131.07,120.91,118.04,143.05,130.48,128.32,118.81,137.03,140.06,131.17
942,150.55934,151.28,151.57,148.87,145.27,137.87,136.12,135.23,140.29,138.82,128.09,123.05,122.03,115.69,119.19,109.77,96.806,81.689,76.71,65.701,60.787,53.651,53.865,48.351,45.449,45.391,42.643,48.69,49.568,40.854,43.249,42.942,41.811,44.888,40.639,49.274,45.019,48.513,38.893,23.254,59.169,102.56,114.89,141.07,141.1,153.14,139.76,140.31,166.11,159.67,151.53,140.5,154.7,162.47,153.56
940,179.26953,181.96,182.39,178.39,176.27,168.68,167.22,165.91,170.37,167.31,153.18,154.95,147.26,141.87,145.23,127.82,113.26,97.697,91.719,82.186,73.69,66.626,71.951,57.748,55.339,52.129,51.668,52.689,58.962,47.961,50.555,54.806,50.478,54.733,50.557,57.917,53.967,55.273,46.764,27.626,75.469,119.41,137.29,166.62,167.77,182.34,167.39,175.44,193.18,192.95,184.47,170.47,184.45,191.62,188.08
938,214.27064,221.77,214.67,214.54,219.51,205.03,208.89,205.67,210.64,207.23,190.25,191.89,186.16,177.56,172.03,161.31,138.45,117.65,112.42,97.846,91.687,85.219,87.536,70.319,67.907,63.42,64.889,61.598,70.628,62.196,63.502,67.686,64.702,65.64,63.396,70.196,65.278,68.136,57.573,35.524,94.54,146.34,172.02,203.09,206.48,216.01,208.54,221.08,231.72,242.94,232,222.51,227.92,236.03,230.19
936,271.27626,285.13,266.71,268.17,279.49,257.56,264.67,258.33,269.38,255.09,243.99,242.46,239.31,234.18,216.07,206.57,176.32,150.95,138.34,125.78,117.35,110.42,108.07,89.799,89.963,80.059,83.083,77.065,85.552,82.025,77.406,84.943,82.098,86.374,82.039,88.92,81.271,82.801,67.797,49.006,121.85,184.83,223.85,250.25,258.75,263.58,267.19,280.86,292.21,309.3,304.25,280.73,285.55,297,289.87
934,357.30733,370.2,353.01,352.12,368.52,348.87,347.53,339.04,356.07,340,314.73,324.15,311.35,310.1,283.74,271.81,234.18,200.63,176.82,166.09,151.27,144.36,139.72,120.3,119.44,106.35,106.06,99.997,113.53,107.73,101.28,112.31,108.91,111.4,107.91,113.21,107.55,108.72,80.078,69.278,163.42,248.56,292.36,322.69,338.06,346.23,357.01,368.97,383.84,402.48,397.89,373.59,377.64,391.39,374.23
932,501.31129,515.5,496.7,499.36,509.79,496.93,483.25,474.97,499.97,489.26,442.41,453.76,427.56,432.84,392.09,373.2,328.1,286.15,244.3,226.66,210.58,199.49,186.83,167.78,164.91,149.2,152.02,141.83,156.7,149.18,144.26,155.75,147.2,149.24,152,153.78,152.74,153.37,104.99,94.871,224.78,343.56,400.32,439.78,457.2,473.41,495.2,511.34,520.57,541.48,545.69,512.32,514.77,531.74,515.84
930,750.33494,748.56,738.36,740.74,756.85,751.08,726.06,726.67,735.25,728.61,667.81,676.41,634.42,635.87,577.95,551.67,485.05,423.9,365.88,339.13,312.96,289.03,272.52,245.54,245.73,222.65,227.58,215.27,224.73,219.45,216.41,225.98,212.86,217.01,220.91,224.45,226.02,228.33,139.48,129.39,325.47,486.8,580.64,627.9,656.1,682.92,721.2,725.22,744.36,773.01,781.39,731.89,731.65,765.7,744.54
928,1118.3537,1107.2,1102.8,1097.8,1125.6,1118.3,1091.3,1087,1094.6,1081.2,998.11,1009.5,948.79,946.29,867.97,822.27,715.67,631.89,547.67,507.01,465.2,427.06,399.92,370.04,365.76,339,341.04,323.29,323.41,328.42,318.55,334.7,313.03,321.46,328.97,332.37,338.78,337.42,193.64,171.08,474.87,716.39,845.13,905.1,971.77,1004.4,1063.6,1056.9,1088.4,1132.9,1130.6,1059.1,1054.1,1122.8,1081
926,1564.6602,1541.7,1545.6,1542.6,1568.3,1564.5,1534.5,1528.5,1530.7,1509.7,1392.2,1403.2,1325,1319.6,1209,1152.1,994.42,879.36,771.74,705.56,655.81,597.94,556.93,522.96,514.64,482.39,477.77,460.53,444.3,458.29,448.92,464.75,437.73,452.7,463.49,463.03,472.67,473.26,258.06,210.81,655.23,997.34,1173.8,1261.7,1357.9,1387.5,1481.3,1466.7,1507.8,1567.1,1560.3,1468.4,1447.2,1555.2,1489
924,2044.146,2020.4,2025.5,2039.2,2045.2,2048,2013,2000.5,2001,1966.3,1832.4,1833.8,1721,1723.9,1583.4,1504.8,1297.4,1146.2,1011.2,920.09,858.63,781.85,729.98,682.4,666.76,634.48,620.52,603.18,579.94,590.56,584.25,599.39,567.49,587.41,602.68,602.02,615.39,618.54,324.86,246.26,847.58,1292.8,1514.5,1637.2,1755.3,1796.4,1912,1891.1,1949.9,2022,1998.8,1897,1871.4,2001.3,1911.2
922,2561.5408,2517.6,2543.6,2559.8,2553.6,2567.1,2534.9,2510.5,2494.6,2459.7,2302.6,2305.2,2146.3,2157.8,1977.6,1895.5,1622.8,1433.7,1271.1,1148.5,1077.8,978.75,915.26,850.09,829.29,792.9,770.87,756.99,727.73,733.24,726.97,747.65,705.53,730.35,755.62,752.01,775.8,770.59,397.14,270.22,1047.7,1601.8,1877.8,2039.4,2186.7,2234.3,2367.4,2350,2430.1,2520.6,2469,2347.4,2324.7,2478.7,2367.9
920,3024.408,2975.2,3011.8,3026.2,3021,3047.8,3013.4,2982.7,2949.1,2911.9,2734.3,2739.3,2542.1,2555.6,2336.2,2240.9,1916.8,1694.7,1510.9,1364.5,1279.6,1162.3,1085.2,1007,982.83,939.27,905.09,896.8,866.07,871.7,867.73,884.29,835.77,865.55,894.36,892.54,920.15,908.13,454.78,283.17,1242.3,1899.9,2222.7,2411.9,2587.6,2647.2,2803.2,2777.4,2866.8,2985,2916.6,2777.3,2762.2,2923.1,2807.8
918,3299.4724,3259.2,3281.5,3296.5,3299.7,3333.5,3293.8,3263.6,3221,3177.8,2997.7,3000.7,2778.4,2798.8,2550.1,2454.2,2089.7,1853.6,1654.1,1493.1,1398.7,1276.3,1182.8,1096.6,1073.2,1023.7,986.82,983,954.82,954.92,952.54,965.61,920.16,952.25,977.86,976.19,1002.7,992.91,485.68,278.69,1357.3,2082.7,2433,2646.6,2832.6,2902.1,3071,3043.8,3138,3281.4,3190.1,3045.6,3034.8,3202.7,3072.1
916,3327.666,3302,3311.5,3311.2,3337,3367.8,3320.7,3295.6,3245.8,3202.3,3033.2,3034,2807.5,2840.5,2573.7,2483.6,2101.9,1871.7,1669.9,1512,1414,1292.3,1187.4,1107.2,1082.4,1034.9,992.28,996.11,973.5,964.94,965.6,979.34,931.32,969.95,981.22,988.8,1012.1,1004.2,478.94,256.5,1371.1,2108,2461.4,2682.3,2860.9,2937.9,3102.6,3076.7,3174.6,3325.3,3231.6,3071.8,3077.9,3237.8,3112.2
914,3134.1566,3120.3,3118.3,3107.5,3144.9,3182.9,3131.3,3102.2,3056.2,3017.9,2855.8,2864.7,2637.8,2679.4,2419.9,2341.9,1982.4,1760.9,1574.8,1427.6,1331.5,1216.9,1112.6,1043,1017.3,972.13,929.42,938.8,925.04,906.4,912.21,927.92,883.18,914.61,918.88,933.34,949.38,947.53,445.49,223.18,1300.3,1991.1,2322.3,2537.1,2689.5,2780.7,2930.3,2902.7,3001.4,3141.4,3052.5,2897,2918.5,3050.7,2942.6
912,2791.169,2782.1,2770,2758.3,2802.9,2835.9,2781.9,2757.9,2722.9,2693.7,2546,2552.1,2338.1,2378.1,2151.2,2087.5,1762.7,1567.1,1402,1270.7,1183.5,1085.9,980.57,925.31,904.02,862.69,826.25,839.11,826.35,803.8,815.32,830.24,785.27,815.28,815.47,828.36,842.75,844.51,395.76,183.21,1157.2,1765.5,2062.9,2262,2379.4,2479.9,2611.2,2584.3,2668.3,2787.5,2722.8,2568.8,2607.5,2700.5,2626.6
910,2389.9851,2374,2354.5,2339.7,2396.7,2420.8,2364.9,2355.2,2321,2302.9,2180.4,2183.6,1992.3,2027.4,1836.8,1783.6,1504,1338.9,1198.1,1091.3,1007.5,926.81,833.79,786.16,772.26,731.5,703.09,715.57,704.38,688.18,694.53,713.31,672.89,695.84,693.21,706.78,714.47,721.61,336.23,148.51,987.57,1493.9,1753.7,1927.1,2019.4,2115.9,2220.9,2194.7,2267.2,2367.5,2326.6,2175.6,2219.8,2297.9,2243.1
908,1968.548,1965.1,1935.6,1915.7,1983.6,1994.7,1942.2,1931.5,1921.9,1897.9,1793.7,1803.7,1647.8,1675.3,1527,1473,1237.2,1107.4,986.93,901.38,825.75,766.22,682.72,650.84,640.99,602.67,578.69,588.59,574.83,570.82,571.92,593.52,556.27,577.01,575.44,584.99,589.72,594.64,278.09,117.15,815.02,1230.1,1440.6,1583.2,1670.5,1747.6,1833.4,1812.5,1866.1,1947.4,1919.1,1786.7,1822.5,1894.8,1847.7
906,1570.0511,1567.7,1534.8,1525.7,1584.7,1593.7,1539.5,1537.3,1536,1509,1418.8,1426.9,1312.6,1336.7,1218.4,1175,985.07,882.61,782.35,714.46,657.93,612.68,541.47,520.92,513.95,480.52,459.13,473.06,455.24,458.35,453.56,468.37,444.8,461.3,460.58,464.82,465.87,473.51,226.11,91.761,650.08,970.69,1144.9,1266,1328.9,1380.3,1461.8,1443.8,1479.5,1535.8,1525.7,1418.3,1437.1,1505.3,1461.2
904,1243.1645,1246.6,1208.5,1225.9,1255,1259.3,1211.6,1211.2,1217.4,1187.6,1121.8,1123.5,1034.4,1054.6,968.66,927.65,781.37,700.01,612.87,560.43,518.33,485.27,427.38,412.56,409.38,377.93,359.44,369.63,358.11,357.02,348.61,362.22,346.76,358.11,363.49,366.23,365.65,371.47,186.07,73.952,506.47,754.6,891.63,990.01,1030.1,1079.4,1137.5,1123.9,1149.8,1188.5,1180.7,1107.3,1118.7,1172.1,1128.6
902,1043.7628,1034.2,1013.8,1042.9,1053.5,1059.1,1020.7,1015.8,1018.9,994.51,936.33,945.61,868.01,879.01,813.47,783.84,658.21,589.88,511.04,460.46,436.36,404.88,360.68,345.53,347.02,314.18,297.89,309.6,299.6,301.22,285.52,294.06,283.21,295.41,305.37,307,310.49,310.4,162.53,62.442,416.24,619.56,739.21,820.37,855.96,889.5,941.84,931.45,958.16,984.88,973.11,912.5,918.9,970.58,929.93
900,910.3445,904.15,888.98,915.17,915.44,928.72,890.83,891.55,895.97,867.24,818.24,829.65,768.35,769.33,715.81,673.2,577.75,517.33,449.32,403.66,381.65,356.25,319.36,306.08,309.86,275.96,260.44,273.49,260,268.59,253.52,254.13,246.86,258.2,269.49,269.82,273.17,273.2,145.83,58.478,365.92,547.21,651.41,710.72,749.86,777.13,833.81,805.57,836.45,857.9,851.8,807.12,805.98,854.02,811.08
898,771.18055,764.16,747.57,768.72,773.49,782.87,750.57,754.22,755.3,728.71,689.22,705.44,655.69,654.68,605.05,565.6,486.45,441.59,379.33,338.57,321.17,302.46,274.18,257.82,263.33,230.15,222.27,230.46,220.83,228.3,216.91,212.02,210.97,221.65,230.99,226.74,230.26,234.78,128.72,52.06,306.36,464.01,552.01,602.68,631.89,656.25,709.27,685.08,706.68,734.45,720.2,689.58,684.26,729.76,684.34
896,620.73686,614.74,606.21,616.48,628.62,634.07,604.83,614.47,606.09,584.24,555.9,573.02,539.2,536.8,486.09,457.15,390.81,357.41,309.28,272.93,264.01,242.71,221.65,213.68,210.75,188.88,181.74,186.42,179.19,188.73,181.96,172.61,170.81,180.76,184.11,185.1,187.89,193.05,109.55,46.089,246.26,375.58,451.53,485.31,508.75,527.22,569.57,554.19,568.57,597.58,586.89,561.74,557.35,592.63,556.13
894,493.39363,485.7,481.75,485.66,498.45,503.51,481.46,484.5,479.77,460.78,440.01,455.86,426.07,428.06,379.23,357.01,312.97,280.45,248.05,214.36,207.89,188.99,177.92,171.28,164.61,149.27,144,146.32,139.53,148.19,143.79,138.47,137.54,140.96,145.96,146.73,148.25,151.16,92.274,38.281,197.65,294.05,363.09,380.64,396.89,413.56,455.03,439.26,454.59,479.87,468.13,448.78,445.28,465.3,444.54
892,394.41875,380.37,382.12,385.55,399.89,396.43,381.58,385.31,385.48,366.82,355.53,363.37,339.86,340.43,299.2,287.1,247.26,222.26,200.27,171.62,161.79,151.77,143.76,137.43,130.97,122.53,117.67,118.31,110.61,117.53,115.94,112.56,110.53,112.33,116.97,114.25,119.04,120.04,76.138,33.104,156.3,232.24,288.59,306.3,317.51,326.79,367.74,351.43,366.45,383.13,377.77,359.45,363.2,372.65,358.65
890,323.75735,306.87,312.57,309.04,327.52,318.33,306.32,314.51,313.59,300.29,295.46,297.89,271.96,285.69,240.86,233.64,202.12,183.81,164,141.46,129.62,123.95,119.07,111.18,105.18,101.68,96.126,95.278,90.373,97.045,95.266,95.199,92.638,90.67,97.168,93.139,98.099,98.696,64.103,30.973,127.55,189.71,234.91,255.97,261.46,267.89,297.15,295.13,304.21,320.09,317.11,296.39,299.01,315.26,295.71
888,269.31718,254.53,262.7,256.09,272.88,264.56,255.07,262.97,267.58,252.78,251.75,248.39,226.39,243.69,199.45,199.35,167.38,153.64,136.72,119.47,108.06,102.87,98.963,90.634,88.892,85.73,80.336,78.279,75.127,78.411,82.485,81.449,75.957,76.196,84.338,77.053,84.913,82.485,52.28,25.751,105.66,162.51,197.42,217.49,229.6,229.84,253.01,257.66,262.32,273.97,268.58,256.89,259.45,270.23,255.21
886,237.7192,218.06,229.74,221.93,232.63,230.22,222.19,231.9,231.5,220.01,220.63,215.21,194.89,215.65,170.99,177.41,145.72,134.02,114.79,105.48,93.86,91.258,84.911,74.839,74.289,74.596,70.209,68.037,66.154,67.617,69.035,70.704,65.452,63.798,73.015,65.379,73.838,68.313,46.729,21.456,93.958,143.75,175.93,195.67,204.74,205.32,227.42,235.2,237.45,248.39,238.52,230.41,231.68,239.84,227.88
884,215.407,197.11,204.11,204.24,208.52,201.61,196.27,205.89,202.28,199.48,198.24,187.35,173.82,187.92,147.32,154.46,130.92,119.85,101.25,95.574,81.364,82.692,73.31,62.625,68.002,63.943,62.465,58.428,59.043,55.621,58.843,63.051,56.158,55.97,64.13,56.661,65.419,61.038,38.685,17.419,83.665,133.97,161.59,179.64,184.48,195.48,208.66,215.57,218.83,232.01,218.78,212,211.5,221.38,209.34
882,194.3488,180.44,180.68,189.76,190.6,185.49,178.91,185.01,179.37,178.83,180.47,170.22,157.15,165.95,133.88,140.46,118.22,109.48,89.758,85.819,74.37,75.001,65.898,52.057,61.942,58.085,55.881,53.321,54.592,53.443,52.119,55.763,46.674,52.436,58.515,51.319,59.732,56.748,36.671,13.354,80.434,126.89,151.17,166.73,170.76,183.62,196.93,200.75,206.76,220.28,210.33,197.84,196.11,209.32,196.25
880,181.9253,173.43,163.02,173.77,170.58,165.37,161.55,165.16,163.37,165.96,167.77,153.48,144.77,145.76,124.75,127.99,109.15,100.91,86.363,82.398,69.351,68.858,59.498,46.972,58.698,54.239,52.014,50.444,50.207,50.936,49.701,54.02,42.67,49.841,56.897,48.395,53.984,54.956,31.873,12.21,74.2,119.78,143.7,153.39,160.59,175.87,187.28,185.31,196.75,204.87,203.12,189.91,188.26,202.34,185.64
878,165.13326,161.15,143.5,158.28,157.6,148.62,150.22,150.31,148.65,155.61,152.31,139.21,134.4,131.64,114.15,118,103.42,93.355,80.538,74.988,66.341,64.819,54.82,42.213,53.099,49.086,48.441,44.104,45.841,50.031,48.42,49.161,37.846,48.018,54.464,45.414,49.669,53.207,31.302,10.914,68.293,112.6,136.27,144.89,152.26,170.88,174.66,175.57,181.67,196.83,197.11,182.62,185.67,188.06,178.33
876,146.95209,148.17,130.18,150.93,144.65,138.65,135.06,136.79,137.59,141.03,140.21,128.22,122.07,116.91,105.83,110.15,95.804,85.478,78.1,67.911,64.985,60.891,50.707,40.076,49.186,45.646,46.628,39.032,41.991,49.449,44.075,44.381,36.784,46.375,51.218,42.503,46.572,48.719,30.313,12.694,63.428,103.35,127.43,134.52,143.59,162.41,162.49,161.52,167.05,185.91,188.74,172.95,177.09,177.15,170.26
874,134.48907,132.92,116.38,137.74,129.91,124.08,123.19,117.77,124.44,127.44,127.74,116.81,108.79,106,95.814,97.717,86.176,76.916,69.786,61.149,58.064,54.22,46.711,36.234,44.653,42.515,42.099,34.427,37.154,45.763,36.237,40.674,34.571,43.909,46.394,39.505,39.472,44.569,28.672,11.02,58.099,91.135,115.33,124.05,134.39,148.1,150.91,144.64,154.98,171.48,174.68,156.75,163.9,163.67,157.94
872,118.5505,115.72,99.841,122.69,117.64,110.39,115.4,103.68,113.59,117.81,113.96,105.99,98.562,96.413,87.727,91.767,77.386,67.708,65.513,56.401,53.037,48.818,42.191,33.891,42.222,42.494,39.388,34.532,34.322,43.296,32.016,37.499,31.913,43.058,41.099,37.79,36.952,40.554,31.493,12.36,53.502,81.716,107.79,114.46,126.79,134.51,137.22,129.74,145.58,157.16,160.98,142.61,155.2,152.49,149.18
870,103.27092,102.36,88.666,106.44,105.51,99.297,101.9,92.926,101.95,103.3,100.26,96.333,85.904,84.241,79.3,82.899,71.847,62.539,59.229,51.821,48.826,44.304,36.865,33.23,37.129,39.955,35.35,33.633,32.227,38.415,27.599,32.74,28.607,41.055,37.88,35.728,33.7,38.599,33.448,13.382,48.42,70.942,94.864,103.07,117.57,125.44,123.24,117.64,134.87,141.17,147.25,129.05,143.19,139.3,135.26
868,93.915446,89.751,77.067,93.986,90.486,89.555,91.499,81.23,94.544,94.518,87.612,85.141,77.419,71.532,71.594,76.842,63.766,55.141,50.663,46.77,42.785,40.736,30.196,30.332,33.95,37.524,31.83,29.615,29.458,34.683,24.492,28.448,26.385,37.425,35.262,32.234,29.341,31.855,32.689,12.021,42.9,61.049,79.588,91.686,106.86,114.52,106.13,103.17,118.24,122.34,128.4,114.51,131.34,120.3,125.48
866,83.580189,77.49,71.336,82.918,79.374,84.667,83.444,73.205,82.411,82.37,73.572,76.484,68.614,64.379,64.398,68.39,56.446,46.755,44.288,41.124,35.236,37.707,26.26,28.545,31.341,31.796,28.67,26.598,26.448,31.338,21.116,24.137,23.549,32.189,31.753,28.234,25.555,24.845,33.074,10.196,40.175,52.931,67.615,79.209,95.066,99.528,94.866,90.766,101.8,107.2,110.74,99.181,115.4,102.86,112.12
